trialnumber,blocknumber,trialtype,condition,RDK2display,cue,freq_attended,cue_onset_fr,cue_onset_t_est,cue_onset_t_meas,precue_frames,precue_times,postcue_frames,postcue_times,retention_frames,retention_times,eventtype,eventRDK,eventfreq,precue_eventnum,precue_eventid,precue_eventtype,precue_event_onset_fr,precue_event_onset_t_est,triggernum_cue,triggernum_retent,triggernum_event,event_response_type,event_response_RT,precue_event_response_type,precue_event_response_RT,triggernum_precue_event,participant,relevantcol,con1label,con2label,con3label
107,4,1,6,[1 4],2,17,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,588.533639907837,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
108,4,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,1,23,1,4,2,336,0.7,10,11,16,error,841.495656967163,hit,729.611206054688,82,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
109,4,2,5,[1 4],1,23,721,1502.08333333333,NaN,720,1.5,384,0.8,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,709.703636169434,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
110,4,2,6,[1 4],2,17,769,1602.08333333333,NaN,768,1.6,528,1.1,480,1,2,4,20,0,NaN,NaN,NaN,NaN,60,61,66,hit,644.72393989563,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
111,4,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,502.666759490967,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
112,4,1,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,1,1,23,1,1,1,432,0.9,30,31,35,hit,704.346466064453,hit,676.529264450073,81,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
113,4,1,4,[1 2 4 5],2,17,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,4,20,0,NaN,NaN,NaN,NaN,40,41,45,hit,889.852523803711,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
114,4,1,5,[1 4],1,23,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,1,1,23,1,1,1,192,0.4,50,51,55,hit,527.981090545654,error,655.05108833313,81,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
115,4,2,3,[1 2 4 5],1,23,913,1902.08333333333,NaN,912,1.9,480,1,480,1,1,1,23,1,4,2,528,1.1,30,31,35,hit,734.507179260254,hit,831.616067886353,82,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
116,4,2,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,528,1.1,480,1,1,2,17,1,2,2,576,1.2,30,31,35,hit,1068.77765655518,miss,NaN,82,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
117,4,1,1,[1 3 4 6],1,23,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,675.451564788818,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
118,4,1,1,[1 3 4 6],1,23,961,2002.08333333333,NaN,960,2,720,1.5,480,1,2,1,23,1,4,2,240,0.5,10,11,16,hit,708.188533782959,hit,858.258962631226,82,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
119,4,1,1,[1 3 4 6],1,23,961,2002.08333333333,NaN,960,2,768,1.6,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,548.322343826294,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
120,4,1,3,[1 2 4 5],1,23,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,2,2,17,0,NaN,NaN,NaN,NaN,30,31,36,hit,629.359531402588,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
121,5,1,2,[1 3 4 6],2,17,769,1602.08333333333,NaN,768,1.6,864,1.8,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,error,996.490097045898,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
122,5,1,2,[1 3 4 6],2,17,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,error,603.385639190674,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
123,5,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,2,1,23,1,3,1,384,0.8,10,11,16,hit,825.79927444458,hit,930.854272842407,81,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
124,5,1,4,[1 2 4 5],2,17,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,4,20,0,NaN,NaN,NaN,NaN,40,41,46,hit,624.322319030762,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
125,5,1,5,[1 4],1,23,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,544.462728500366,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
126,5,1,4,[1 2 4 5],2,17,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,2,5,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,710.976314544678,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
127,5,1,3,[1 2 4 5],1,23,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,1,2,17,0,NaN,NaN,NaN,NaN,30,31,35,error,816.285610198975,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
128,5,2,5,[1 4],1,23,961,2002.08333333333,NaN,960,2,624,1.3,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,418.69683265686,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
129,5,1,4,[1 2 4 5],2,17,961,2002.08333333333,NaN,960,2,768,1.6,480,1,2,5,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,781.447553634644,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
130,5,1,6,[1 4],2,17,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,2,4,20,0,NaN,NaN,NaN,NaN,60,61,66,hit,585.815858840942,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
131,5,1,2,[1 3 4 6],2,17,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,579.988384246826,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
132,5,2,1,[1 3 4 6],1,23,721,1502.08333333333,NaN,720,1.5,480,1,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,572.673559188843,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
133,5,2,6,[1 4],2,17,817,1702.08333333333,NaN,816,1.7,672,1.4,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,730.631494522095,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
134,5,2,2,[1 3 4 6],2,17,913,1902.08333333333,NaN,912,1.9,480,1,480,1,1,4,20,1,2,2,336,0.7,20,21,25,hit,965.234136581421,error,839.320945739746,82,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
135,5,1,1,[1 3 4 6],1,23,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,1,23,1,3,1,384,0.8,10,11,16,hit,664.527463912964,error,727.387142181396,81,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
136,5,1,2,[1 3 4 6],2,17,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,2,4,20,1,1,1,144,0.3,20,21,26,hit,505.46555519104,hit,854.526710510254,81,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
137,5,1,1,[1 3 4 6],1,23,913,1902.08333333333,NaN,912,1.9,864,1.8,480,1,1,1,23,1,3,1,480,1,10,11,15,hit,789.004850387573,hit,924.055576324463,81,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
138,5,1,5,[1 4],1,23,961,2002.08333333333,NaN,960,2,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,837.310647964478,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
139,5,1,2,[1 3 4 6],2,17,961,2002.08333333333,NaN,960,2,912,1.9,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,510.451173782349,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
140,5,1,4,[1 2 4 5],2,17,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,2,5,26,1,3,1,192,0.4,40,41,46,hit,788.650703430176,hit,858.687496185303,81,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
141,5,1,6,[1 4],2,17,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,4,20,0,NaN,NaN,NaN,NaN,60,61,66,hit,551.8470287323,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
142,5,1,1,[1 3 4 6],1,23,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,1070.43752670288,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
143,5,1,2,[1 3 4 6],2,17,961,2002.08333333333,NaN,960,2,816,1.7,480,1,1,4,20,0,NaN,NaN,NaN,NaN,20,21,25,error,871.35796546936,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
144,5,1,4,[1 2 4 5],2,17,913,1902.08333333333,NaN,912,1.9,816,1.7,480,1,1,4,20,0,NaN,NaN,NaN,NaN,40,41,45,hit,656.015539169312,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
145,5,1,2,[1 3 4 6],2,17,913,1902.08333333333,NaN,912,1.9,960,2,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,552.815771102905,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
146,5,1,2,[1 3 4 6],2,17,721,1502.08333333333,NaN,720,1.5,816,1.7,480,1,1,4,20,0,NaN,NaN,NaN,NaN,20,21,25,error,686.226892471313,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
147,5,1,4,[1 2 4 5],2,17,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,1,5,26,0,NaN,NaN,NaN,NaN,40,41,45,hit,464.554023742676,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
148,5,1,2,[1 3 4 6],2,17,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,4,20,0,NaN,NaN,NaN,NaN,20,21,25,hit,537.73021697998,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
149,5,1,6,[1 4],2,17,721,1502.08333333333,NaN,720,1.5,768,1.6,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,478.844308853149,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
150,5,1,5,[1 4],1,23,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,423.251152038574,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
151,6,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,816,1.7,480,1,2,2,17,1,1,1,336,0.7,30,31,36,hit,713.241672515869,hit,707.352209091187,81,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
152,6,1,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,1,1,23,0,NaN,NaN,NaN,NaN,30,31,35,hit,502.378702163696,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
153,6,2,4,[1 2 4 5],2,17,865,1802.08333333333,NaN,864,1.8,384,0.8,480,1,2,5,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,792.850160598755,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
154,6,1,5,[1 4],1,23,913,1902.08333333333,NaN,912,1.9,816,1.7,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,726.972484588623,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
155,6,1,6,[1 4],2,17,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,541.455698013306,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
156,6,2,3,[1 2 4 5],1,23,769,1602.08333333333,NaN,768,1.6,624,1.3,480,1,2,1,23,0,NaN,NaN,NaN,NaN,30,31,36,hit,532.439804077148,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
157,6,1,6,[1 4],2,17,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,549.173021316528,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
158,6,1,3,[1 2 4 5],1,23,913,1902.08333333333,NaN,912,1.9,768,1.6,480,1,1,1,23,0,NaN,NaN,NaN,NaN,30,31,35,error,843.898773193359,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
159,6,1,5,[1 4],1,23,913,1902.08333333333,NaN,912,1.9,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,415.903663635254,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
160,6,1,4,[1 2 4 5],2,17,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,2,4,20,0,NaN,NaN,NaN,NaN,40,41,46,hit,616.166639328003,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
161,6,2,4,[1 2 4 5],2,17,769,1602.08333333333,NaN,768,1.6,624,1.3,480,1,2,5,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,788.085556030273,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
162,6,1,3,[1 2 4 5],1,23,961,2002.08333333333,NaN,960,2,768,1.6,480,1,1,2,17,1,3,1,432,0.9,30,31,35,hit,848.539018630981,hit,952.506399154663,81,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
163,6,1,4,[1 2 4 5],2,17,769,1602.08333333333,NaN,768,1.6,768,1.6,480,1,1,4,20,1,1,1,192,0.4,40,41,45,hit,902.165699005127,error,802.23331451416,81,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
164,6,1,6,[1 4],2,17,913,1902.08333333333,NaN,912,1.9,960,2,480,1,2,4,20,0,NaN,NaN,NaN,NaN,60,61,66,hit,656.838750839233,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
165,6,1,4,[1 2 4 5],2,17,961,2002.08333333333,NaN,960,2,960,2,480,1,1,5,26,0,NaN,NaN,NaN,NaN,40,41,45,error,760.358572006226,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
166,6,1,1,[1 3 4 6],1,23,961,2002.08333333333,NaN,960,2,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,624.537467956543,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
167,6,1,5,[1 4],1,23,721,1502.08333333333,NaN,720,1.5,960,2,480,1,2,1,23,1,1,1,144,0.3,50,51,56,hit,540.372610092163,hit,833.451700210571,81,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
168,6,1,5,[1 4],1,23,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,558.456659317017,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
169,6,1,2,[1 3 4 6],2,17,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,1,4,20,0,NaN,NaN,NaN,NaN,20,21,25,hit,579.682397842407,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
170,6,2,4,[1 2 4 5],2,17,961,2002.08333333333,NaN,960,2,672,1.4,480,1,2,4,20,0,NaN,NaN,NaN,NaN,40,41,46,hit,722.449398040771,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
171,6,1,1,[1 3 4 6],1,23,913,1902.08333333333,NaN,912,1.9,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,745.23754119873,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
172,6,1,4,[1 2 4 5],2,17,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,1,5,26,1,3,1,336,0.7,40,41,45,hit,1266.14274978638,hit,794.216203689575,81,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
173,6,1,6,[1 4],2,17,817,1702.08333333333,NaN,816,1.7,720,1.5,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,1044.26698684692,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
174,6,1,2,[1 3 4 6],2,17,961,2002.08333333333,NaN,960,2,912,1.9,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,631.233072280884,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
175,6,1,5,[1 4],1,23,769,1602.08333333333,NaN,768,1.6,816,1.7,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,655.631732940674,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
176,6,2,6,[1 4],2,17,817,1702.08333333333,NaN,816,1.7,672,1.4,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,778.16047668457,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
177,6,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,864,1.8,480,1,2,2,17,1,2,2,528,1.1,30,31,36,hit,1042.74964332581,miss,NaN,82,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
178,6,1,5,[1 4],1,23,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,614.639568328857,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
179,6,1,2,[1 3 4 6],2,17,961,2002.08333333333,NaN,960,2,816,1.7,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,610.982465744019,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
180,6,1,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,2,2,17,1,2,2,432,0.9,30,31,36,hit,1038.01293373108,error,826.021766662598,82,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
181,7,1,5,[1 4],1,23,961,2002.08333333333,NaN,960,2,816,1.7,480,1,1,1,23,1,1,1,480,1,50,51,55,hit,503.113794326782,hit,782.301425933838,81,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
182,7,1,2,[1 3 4 6],2,17,913,1902.08333333333,NaN,912,1.9,960,2,480,1,2,4,20,1,4,2,624,1.3,20,21,26,hit,603.676891326904,hit,838.653039932251,82,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
183,7,1,1,[1 3 4 6],1,23,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,611.016178131104,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
184,7,1,5,[1 4],1,23,961,2002.08333333333,NaN,960,2,720,1.5,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,515.342235565186,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
185,7,1,1,[1 3 4 6],1,23,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,1,1,23,1,4,2,288,0.6,10,11,15,hit,717.325687408447,hit,819.467449188232,82,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
186,7,1,4,[1 2 4 5],2,17,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,1,4,20,1,4,2,192,0.4,40,41,45,hit,789.438915252686,hit,766.523456573486,82,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
187,7,1,2,[1 3 4 6],2,17,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,666.727495193481,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
188,7,1,2,[1 3 4 6],2,17,721,1502.08333333333,NaN,720,1.5,720,1.5,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,782.750129699707,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
189,7,1,3,[1 2 4 5],1,23,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,2,17,0,NaN,NaN,NaN,NaN,30,31,35,hit,742.243766784668,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
190,7,1,2,[1 3 4 6],2,17,913,1902.08333333333,NaN,912,1.9,816,1.7,480,1,1,4,20,0,NaN,NaN,NaN,NaN,20,21,25,hit,554.171228408813,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
191,7,1,6,[1 4],2,17,961,2002.08333333333,NaN,960,2,864,1.8,480,1,2,4,20,1,1,1,192,0.4,60,61,66,hit,705.743265151978,hit,816.727733612061,81,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
192,7,1,3,[1 2 4 5],1,23,865,1802.08333333333,NaN,864,1.8,720,1.5,480,1,1,1,23,1,4,2,432,0.9,30,31,35,hit,589.306545257568,hit,973.319149017334,82,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
193,7,1,5,[1 4],1,23,817,1702.08333333333,NaN,816,1.7,960,2,480,1,2,1,23,0,NaN,NaN,NaN,NaN,50,51,56,hit,470.364379882812,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
194,7,1,5,[1 4],1,23,721,1502.08333333333,NaN,720,1.5,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,50,51,55,hit,666.369676589966,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t,cue_left,3t
195,7,1,2,[1 3 4 6],2,17,865,1802.08333333333,NaN,864,1.8,960,2,480,1,2,4,20,0,NaN,NaN,NaN,NaN,20,21,26,hit,528.566074371338,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
196,7,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,816,1.7,480,1,2,1,23,0,NaN,NaN,NaN,NaN,10,11,16,hit,567.948579788208,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
197,7,1,4,[1 2 4 5],2,17,865,1802.08333333333,NaN,864,1.8,912,1.9,480,1,2,4,20,0,NaN,NaN,NaN,NaN,40,41,46,error,849.007415771484,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
198,7,2,3,[1 2 4 5],1,23,961,2002.08333333333,NaN,960,2,432,0.9,480,1,2,2,17,1,1,1,528,1.1,30,31,36,hit,575.061655044556,miss,NaN,81,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
199,7,1,2,[1 3 4 6],2,17,961,2002.08333333333,NaN,960,2,720,1.5,480,1,1,4,20,0,NaN,NaN,NaN,NaN,20,21,25,hit,705.909967422485,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
200,7,1,4,[1 2 4 5],2,17,769,1602.08333333333,NaN,768,1.6,720,1.5,480,1,2,5,26,1,4,2,192,0.4,40,41,46,hit,824.084901809692,hit,716.149663925171,82,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
201,7,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,960,2,480,1,1,1,23,1,2,2,240,0.5,10,11,15,hit,715.071868896484,error,856.180906295776,82,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
202,7,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,912,1.9,480,1,1,2,17,0,NaN,NaN,NaN,NaN,30,31,35,hit,574.968957901001,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
203,7,2,6,[1 4],2,17,865,1802.08333333333,NaN,864,1.8,576,1.2,480,1,1,4,20,0,NaN,NaN,NaN,NaN,60,61,65,hit,573.658227920532,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
204,7,1,3,[1 2 4 5],1,23,817,1702.08333333333,NaN,816,1.7,768,1.6,480,1,2,1,23,0,NaN,NaN,NaN,NaN,30,31,36,hit,597.713422775269,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_6t,cue_left,6t
205,7,1,2,[1 3 4 6],2,17,817,1702.08333333333,NaN,816,1.7,960,2,480,1,1,4,20,0,NaN,NaN,NaN,NaN,20,21,25,hit,483.433294296265,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_3t3d,cue_right,3t_3d
206,7,1,4,[1 2 4 5],2,17,961,2002.08333333333,NaN,960,2,960,2,480,1,2,4,20,1,4,2,192,0.4,40,41,46,hit,797.850847244263,hit,751.694536209106,82,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
207,7,1,1,[1 3 4 6],1,23,865,1802.08333333333,NaN,864,1.8,864,1.8,480,1,1,1,23,1,3,1,528,1.1,10,11,15,hit,997.707271575928,hit,894.812488555908,81,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
208,7,1,4,[1 2 4 5],2,17,769,1602.08333333333,NaN,768,1.6,912,1.9,480,1,2,5,26,0,NaN,NaN,NaN,NaN,40,41,46,hit,673.539400100708,noevent,NaN,,Pilot_CG_VP90,orange,cue_right_6t,cue_right,6t
209,7,2,6,[1 4],2,17,865,1802.08333333333,NaN,864,1.8,336,0.7,480,1,2,4,20,1,2,2,384,0.8,60,61,66,hit,788.432598114014,error,806.464624404907,82,Pilot_CG_VP90,orange,cue_right_3t,cue_right,3t
210,7,1,1,[1 3 4 6],1,23,769,1602.08333333333,NaN,768,1.6,960,2,480,1,2,1,23,1,4,2,192,0.4,10,11,16,hit,465.667152404785,error,859.591817855835,82,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
211,8,1,1,[1 3 4 6],1,23,961,2002.08333333333,NaN,960,2,960,2,480,1,1,1,23,0,NaN,NaN,NaN,NaN,10,11,15,hit,681.000709533691,noevent,NaN,,Pilot_CG_VP90,orange,cue_left_3t3d,cue_left,3t_3d
